"TOA5","0506_Kalawahine","CR1000X","5723","CR1000X.Std.08.01","CPU:HI Mesonet_0506_v02p3-0.CR1X","33478","MetData"
"TIMESTAMP","RECORD","SWin_Avg","SWout_Avg","LWin_Avg","LWout_Avg","SWnet_Avg","LWnet_Avg","Rin_Avg","Rout_Avg","Rnet_Avg","Albedo_Avg","Tsrf_Avg","Tsky_Avg","Tair_1_Avg","Tair_2_Avg","RH_1_Avg","RH_2_Avg","VP_1_Avg","VP_2_Avg","VPsat_1_Avg","VPsat_2_Avg","VPD_1_Avg","VPD_2_Avg","WS_Avg","WSrs_Avg","WDuv_Avg","WDrs_Avg","WD_StdY","WD_StdCS","P","Psl","Tsoil_Avg","SHF_Avg","SHFsrf_Avg","SM_1_Avg","SM_2_Avg","SM_3_Avg","RF_Tot"
"TS","RN","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","W/m²","","°C","°C","°C","°C","%","%","kPa","kPa","kPa","kPa","kPa","kPa","m/s","m/s","degrees","degrees","degrees","degrees","kPa","kPa","°C","W/m²","W/m²","m³/m³","m³/m³","m³/m³","mm"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Smp","Avg","Avg","Avg","Tot"
"2025-04-04 20:10:00",3281,-1.071591,0.285374,404.2923,415.873,-1.356965,-11.58065,403.2207,416.1583,-12.93761,"NAN",19.49,17.43,"NAN",19.73,"NAN",95,"NAN",2.184,"NAN",2.299,"NAN",0.115,"NAN","NAN",0,0,0,0,"NAN","NAN",20.36374,-0.498,0.39,0.2,0.2,0.242,0
"2025-04-04 20:15:00",3282,-0.9384206,0.09891631,402.4768,416.261,-1.037337,-13.78423,401.5384,416.3599,-14.82156,"NAN",19.56,17.1,"NAN",19.76,"NAN",95,"NAN",2.187,"NAN",2.302,"NAN",0.115,"NAN","NAN",0,0,0,0,"NAN","NAN",20.3567,-0.501,-7.292,0.2,0.2,0.242,0
"2025-04-04 20:20:00",3283,-1.030552,0.2019164,397.1606,415.4384,-1.232469,-18.27785,396.13,415.6404,-19.51032,"NAN",19.42,16.14,"NAN",19.64,"NAN",94.9,"NAN",2.169,"NAN",2.286,"NAN",0.117,"NAN","NAN",0,0,0,0,"NAN","NAN",20.35142,-0.497,-6.182,0.2,0.2,0.242,0
"2025-04-04 20:25:00",3284,-1.050393,0.1191404,397.2519,413.9933,-1.169533,-16.74136,396.2015,414.1125,-17.91089,"NAN",19.16,16.14,"NAN",19.66,"NAN",94.5,"NAN",2.162,"NAN",2.288,"NAN",0.126,"NAN","NAN",0,0,0,0,"NAN","NAN",20.40264,-0.496,50.15,0.2,0.2,0.242,0
"2025-04-04 20:30:00",3285,-1.184613,-0.1667162,401.9052,415.4974,-1.017897,-13.59228,400.7206,415.3307,-14.61018,"NAN",19.43,17,"NAN",19.7,"NAN",94.4,"NAN",2.166,"NAN",2.294,"NAN",0.128,"NAN","NAN",0,0,0,0,"NAN","NAN",20.49435,-0.496,89.7,0.2,0.2,0.242,0
"2025-04-04 20:35:00",3286,-1.104522,-0.3276161,407.094,415.851,-0.7769064,-8.756912,405.9895,415.5233,-9.533818,"NAN",19.49,17.93,"NAN",19.72,"NAN",94.5,"NAN",2.171,"NAN",2.297,"NAN",0.127,"NAN","NAN",0,0,0,0,"NAN","NAN",20.55361,-0.488,58.02,0.2,0.2,0.242,0
"2025-04-04 20:40:00",3287,-1.083928,-0.15849,398.8127,415.8498,-0.9254383,-17.03713,397.7288,415.6913,-17.96257,"NAN",19.49,16.42,"NAN",19.72,"NAN",94.6,"NAN",2.174,"NAN",2.297,"NAN",0.123,"NAN","NAN",0,0,0,0,"NAN","NAN",20.59782,-0.485,42.72,0.2,0.2,0.242,0
"2025-04-04 20:45:00",3288,-0.9934978,-0.4796451,411.4141,416.5398,-0.5138527,-5.125721,410.4206,416.0602,-5.639573,"NAN",19.61,18.7,"NAN",19.78,"NAN",94.9,"NAN",2.188,"NAN",2.305,"NAN",0.117,"NAN","NAN",0,0,0,0,"NAN","NAN",20.59888,-0.481,1.193,0.2,0.2,0.242,0
"2025-04-04 20:50:00",3289,-0.9257375,-0.543684,410.6383,416.9167,-0.3820535,-6.278402,409.7126,416.373,-6.660456,"NAN",19.68,18.56,"NAN",19.76,"NAN",95.5,"NAN",2.2,"NAN",2.303,"NAN",0.103,"NAN","NAN",0,0,0,0,"NAN","NAN",20.58121,-0.475,-18.09,0.2,0.2,0.242,0
"2025-04-04 20:55:00",3290,-0.8209196,-0.4377226,413.0911,417.8589,-0.383197,-4.767794,412.2702,417.4212,-5.150991,"NAN",19.84,19,"NAN",19.73,"NAN",96.1,"NAN",2.209,"NAN",2.298,"NAN",0.09,"NAN","NAN",0,0,0,0,"NAN","NAN",20.52146,-0.469,-59,0.2,0.2,0.242,0
"2025-04-04 21:00:00",3291,-0.3107771,-0.1249082,410.2138,416.634,-0.1858689,-6.420229,409.903,416.5091,-6.606098,"NAN",19.63,18.49,"NAN",19.61,"NAN",96.3,"NAN",2.196,"NAN",2.281,"NAN",0.084,"NAN","NAN",0,0,0,0,"NAN","NAN",20.40915,-0.465,-110.8,0.2,0.2,0.242,0
"2025-04-04 21:05:00",3292,-0.3417184,-0.1137885,413.266,416.6511,-0.2279299,-3.385111,412.9243,416.5374,-3.613041,"NAN",19.63,19.03,"NAN",19.63,"NAN",96.7,"NAN",2.208,"NAN",2.284,"NAN",0.076,"NAN","NAN",0,0,0,0,"NAN","NAN",20.35363,-0.458,-55.32,0.2,0.2,0.242,0
"2025-04-04 21:10:00",3293,-0.2928105,0.02488746,407.4692,415.9289,-0.317698,-8.459664,407.1764,415.9537,-8.777363,"NAN",19.5,18,"NAN",19.52,"NAN",96.8,"NAN",2.195,"NAN",2.268,"NAN",0.074,"NAN","NAN",0,0,0,0,"NAN","NAN",20.3332,-0.454,-20.79,0.2,0.2,0.242,0
"2025-04-04 21:15:00",3294,-0.4549884,-0.02830953,407.4742,415.8719,-0.4266789,-8.397722,407.0193,415.8437,-8.824401,"NAN",19.49,18,"NAN",19.55,"NAN",97,"NAN",2.205,"NAN",2.273,"NAN",0.068,"NAN","NAN",0,0,0,0,"NAN","NAN",20.32953,-0.453,-4.087,0.2,0.2,0.242,0
"2025-04-04 21:20:00",3295,-0.4698021,-0.05675777,411.3736,416.0421,-0.4130443,-4.668467,410.9038,415.9853,-5.081511,"NAN",19.52,18.7,"NAN",19.59,"NAN",97.2,"NAN",2.214,"NAN",2.279,"NAN",0.064,"NAN","NAN",0,0,0,0,"NAN","NAN",20.32061,-0.448,-9.19,0.2,0.2,0.242,0
"2025-04-04 21:25:00",3296,-0.3512481,-0.1455062,412.4687,416.2026,-0.2057418,-3.7339,412.1175,416.0571,-3.939642,"NAN",19.55,18.89,"NAN",19.56,"NAN",97.2,"NAN",2.21,"NAN",2.274,"NAN",0.064,"NAN","NAN",0,0,0,0,"NAN","NAN",20.31712,-0.442,-3.88,0.2,0.2,0.242,0
"2025-04-04 21:30:00",3297,-0.3918775,-0.1114585,412.3391,416.0394,-0.280419,-3.70041,411.9472,415.928,-3.980829,"NAN",19.52,18.87,"NAN",19.56,"NAN",97.4,"NAN",2.216,"NAN",2.275,"NAN",0.058,"NAN","NAN",0,0,0,0,"NAN","NAN",20.30649,-0.439,-10.75,0.2,0.2,0.242,0
"2025-04-04 21:35:00",3298,-0.1534163,-0.1150856,411.2328,415.9918,-0.03833072,-4.758984,411.0794,415.8767,-4.797315,"NAN",19.51,18.67,"NAN",19.45,"NAN",97.4,"NAN",2.2,"NAN",2.259,"NAN",0.059,"NAN","NAN",0,0,0,0,"NAN","NAN",20.30517,-0.433,-1.97,0.2,0.2,0.242,0
"2025-04-04 21:40:00",3299,0.02919686,0.2188985,406.9717,415.2674,-0.1897016,-8.295682,407.0009,415.4863,-8.485383,"NAN",19.39,17.91,"NAN",19.29,"NAN",97.6,"NAN",2.181,"NAN",2.236,"NAN",0.055,"NAN","NAN",0,0,0,0,"NAN","NAN",20.30704,-0.427,1.405,0.2,0.2,0.242,0
"2025-04-04 21:45:00",3300,-0.2248445,0.09200981,411.9381,415.1463,-0.3168543,-3.208267,411.7132,415.2384,-3.525121,"NAN",19.36,18.8,"NAN",19.38,"NAN",97.9,"NAN",2.201,"NAN",2.249,"NAN",0.048,"NAN","NAN",0,0,0,0,"NAN","NAN",20.30958,-0.414,2.38,0.2,0.2,0.242,0
"2025-04-04 21:50:00",3301,-0.4475487,-0.1588173,411.5011,415.429,-0.2887314,-3.927929,411.0535,415.2702,-4.21666,"NAN",19.41,18.72,"NAN",19.47,"NAN",97.9,"NAN",2.214,"NAN",2.262,"NAN",0.048,"NAN","NAN",0,0,0,0,"NAN","NAN",20.30471,-0.415,-5.531,0.2,0.2,0.242,0
"2025-04-04 21:55:00",3302,-0.09544767,-0.07175644,411.8014,415.8025,-0.02369122,-4.001114,411.7059,415.7307,-4.024806,"NAN",19.48,18.77,"NAN",19.4,"NAN",97.8,"NAN",2.202,"NAN",2.251,"NAN",0.05,"NAN","NAN",0,0,0,0,"NAN","NAN",20.29927,-0.412,-5.501,0.2,0.2,0.242,0
"2025-04-04 22:00:00",3303,-0.1908061,0.04494442,413.1116,415.4242,-0.2357505,-2.312603,412.9208,415.4691,-2.548354,"NAN",19.41,19.01,"NAN",19.45,"NAN",98.2,"NAN",2.217,"NAN",2.258,"NAN",0.041,"NAN","NAN",0,0,0,0,"NAN","NAN",20.29244,-0.409,-7.193,0.2,0.2,0.242,0
"2025-04-04 22:05:00",3304,0.03506477,0.05632204,413.3353,416.0789,-0.02125727,-2.743602,413.3703,416.1352,-2.764859,"NAN",19.53,19.04,"NAN",19.45,"NAN",98.1,"NAN",2.215,"NAN",2.258,"NAN",0.043,"NAN","NAN",0,0,0,0,"NAN","NAN",20.28407,-0.403,-8.63,0.2,0.2,0.242,0
"2025-04-04 22:10:00",3305,-0.04641458,0.08595692,411.3345,415.68,-0.1323715,-4.345542,411.2881,415.766,-4.477914,"NAN",19.46,18.69,"NAN",19.42,"NAN",98.1,"NAN",2.213,"NAN",2.255,"NAN",0.042,"NAN","NAN",0,0,0,0,"NAN","NAN",20.28658,-0.398,1.878,0.2,0.2,0.242,0
"2025-04-04 22:15:00",3306,0.2382683,0.2579255,411.17,415.9099,-0.01965717,-4.739975,411.4082,416.1678,-4.759632,"NAN",19.5,18.66,"NAN",19.35,"NAN",98.1,"NAN",2.202,"NAN",2.244,"NAN",0.043,"NAN","NAN",0,0,0,0,"NAN","NAN",20.28415,-0.391,-2.507,0.2,0.2,0.242,0
"2025-04-04 22:20:00",3307,0.4849178,0.565221,411.5547,414.5059,-0.08030321,-2.951159,412.0396,415.0711,-3.031462,"NAN",19.25,18.73,"NAN",19.11,"NAN",98,"NAN",2.166,"NAN",2.211,"NAN",0.045,"NAN","NAN",0,0,0,0,"NAN","NAN",20.29243,-0.384,7.595,0.2,0.2,0.242,0
"2025-04-04 22:25:00",3308,-0.5318654,0.0487608,414.3849,415.4128,-0.5806262,-1.027967,413.853,415.4616,-1.608593,"NAN",19.41,19.23,"NAN",19.52,"NAN",98.6,"NAN",2.237,"NAN",2.269,"NAN",0.031,"NAN","NAN",0,0,0,0,"NAN","NAN",20.28895,-0.379,-3.915,0.2,0.2,0.242,0
"2025-04-04 22:30:00",3309,-0.4315795,-0.05722699,415.1801,415.7398,-0.3743525,-0.5596822,414.7485,415.6826,-0.9340347,"NAN",19.47,19.37,"NAN",19.6,"NAN",98.3,"NAN",2.241,"NAN",2.28,"NAN",0.038,"NAN","NAN",0,0,0,0,"NAN","NAN",20.2768,-0.373,-12.19,0.2,0.2,0.242,0
"2025-04-04 22:35:00",3310,-0.2354623,-0.03840668,414.268,415.8788,-0.1970556,-1.610744,414.0326,415.8404,-1.8078,"NAN",19.49,19.21,"NAN",19.47,"NAN",98.1,"NAN",2.218,"NAN",2.261,"NAN",0.043,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27437,-0.365,-2.52,0.199,0.2,0.242,0
"2025-04-04 22:40:00",3311,0.1297113,0.6912397,412.502,414.2848,-0.5615284,-1.782775,412.6317,414.976,-2.344304,"NAN",19.21,18.9,"NAN",19.11,"NAN",97.9,"NAN",2.165,"NAN",2.212,"NAN",0.047,"NAN","NAN",0,0,0,0,"NAN","NAN",20.29026,-0.361,14.94,0.199,0.2,0.242,0
"2025-04-04 22:45:00",3312,-0.1331726,0.5602948,412.0342,413.9547,-0.6934674,-1.920494,411.9011,414.515,-2.613961,"NAN",19.15,18.81,"NAN",19.24,"NAN",98.4,"NAN",2.194,"NAN",2.229,"NAN",0.036,"NAN","NAN",0,0,0,0,"NAN","NAN",20.29873,-0.355,7.96,0.199,0.199,0.242,0
"2025-04-04 22:50:00",3313,-0.04263635,0.4707028,412.3441,415.0303,-0.5133392,-2.686193,412.3015,415.501,-3.199532,"NAN",19.34,18.87,"NAN",19.38,"NAN",98.4,"NAN",2.213,"NAN",2.249,"NAN",0.036,"NAN","NAN",0,0,0,0,"NAN","NAN",20.29427,-0.349,-4.518,0.199,0.199,0.242,0
"2025-04-04 22:55:00",3314,-0.01998775,0.6010751,407.1979,414.2441,-0.6210628,-7.046195,407.1779,414.8452,-7.667257,"NAN",19.21,17.95,"NAN",19.28,"NAN",98.2,"NAN",2.194,"NAN",2.234,"NAN",0.04,"NAN","NAN",0,0,0,0,"NAN","NAN",20.29431,-0.34,-0.362,0.199,0.2,0.242,0
"2025-04-04 23:00:00",3315,-0.2937101,0.3159313,411.737,413.9162,-0.6096415,-2.179236,411.4433,414.2321,-2.788877,"NAN",19.15,18.76,"NAN",19.33,"NAN",98.3,"NAN",2.205,"NAN",2.242,"NAN",0.037,"NAN","NAN",0,0,0,0,"NAN","NAN",20.28831,-0.338,-6.372,0.199,0.199,0.242,0
"2025-04-04 23:05:00",3316,-0.1267354,0.1766771,411.0609,415.5012,-0.3034125,-4.44033,410.9341,415.6779,-4.743742,"NAN",19.43,18.64,"NAN",19.42,"NAN",98.3,"NAN",2.217,"NAN",2.255,"NAN",0.038,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27862,-0.33,-9.65,0.199,0.199,0.242,0
"2025-04-04 23:10:00",3317,0.05715605,0.4516861,412.5741,414.4877,-0.3945301,-1.913592,412.6313,414.9394,-2.308121,"NAN",19.25,18.91,"NAN",19.32,"NAN",98.3,"NAN",2.201,"NAN",2.24,"NAN",0.039,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27394,-0.326,-5.206,0.199,0.199,0.242,0
"2025-04-04 23:15:00",3318,-0.00723477,0.3771977,408.9414,415.0497,-0.3844324,-6.108261,408.9342,415.4269,-6.492694,"NAN",19.35,18.26,"NAN",19.36,"NAN",98.3,"NAN",2.208,"NAN",2.246,"NAN",0.039,"NAN","NAN",0,0,0,0,"NAN","NAN",20.2687,-0.321,-5.258,0.199,0.199,0.242,0
"2025-04-04 23:20:00",3319,-0.100191,0.5334513,410.1918,414.1005,-0.6336423,-3.908736,410.0916,414.634,-4.542378,"NAN",19.18,18.49,"NAN",19.27,"NAN",98.3,"NAN",2.194,"NAN",2.233,"NAN",0.039,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27365,-0.315,4.423,0.199,0.199,0.242,0
"2025-04-04 23:25:00",3320,0.07436229,0.587911,408.6109,414.4219,-0.5135487,-5.811028,408.6852,415.0098,-6.324577,"NAN",19.24,18.21,"NAN",19.24,"NAN",98.2,"NAN",2.189,"NAN",2.23,"NAN",0.041,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27388,-0.31,0.198,0.199,0.199,0.242,0
"2025-04-04 23:30:00",3321,0.09404472,0.7282518,407.9322,414.1558,-0.634207,-6.223568,408.0262,414.884,-6.857775,"NAN",19.19,18.08,"NAN",19.2,"NAN",98.2,"NAN",2.183,"NAN",2.224,"NAN",0.041,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27193,-0.306,-2.454,0.199,0.199,0.242,0
"2025-04-04 23:35:00",3322,-0.3409003,0.5921244,405.5293,413.6963,-0.9330247,-8.166995,405.1884,414.2884,-9.100019,"NAN",19.11,17.65,"NAN",19.21,"NAN",98.2,"NAN",2.184,"NAN",2.225,"NAN",0.041,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27789,-0.3,5.338,0.199,0.199,0.242,0
"2025-04-04 23:40:00",3323,-0.1202024,0.5427578,408.3389,413.7994,-0.6629602,-5.460533,408.2187,414.3422,-6.123493,"NAN",19.13,18.16,"NAN",19.23,"NAN",98,"NAN",2.184,"NAN",2.228,"NAN",0.044,"NAN","NAN",0,0,0,0,"NAN","NAN",20.28007,-0.293,2.176,0.199,0.199,0.242,0
"2025-04-04 23:45:00",3324,-0.3380575,0.503447,404.0189,413.7419,-0.8415046,-9.723014,403.6809,414.2454,-10.56452,"NAN",19.12,17.38,"NAN",19.28,"NAN",98,"NAN",2.19,"NAN",2.236,"NAN",0.045,"NAN","NAN",0,0,0,0,"NAN","NAN",20.27105,-0.289,-9.04,0.2,0.199,0.242,0
"2025-04-04 23:50:00",3325,-0.2813957,0.3351918,408.1787,414.4776,-0.6165875,-6.298929,407.8973,414.8128,-6.915516,"NAN",19.25,18.13,"NAN",19.37,"NAN",98,"NAN",2.202,"NAN",2.247,"NAN",0.045,"NAN","NAN",0,0,0,0,"NAN","NAN",20.26433,-0.286,-7.239,0.2,0.199,0.241,0
"2025-04-04 23:55:00",3326,-0.3497203,0.3081266,406.6482,414.0731,-0.6578469,-7.424947,406.2984,414.3813,-8.082794,"NAN",19.18,17.85,"NAN",19.32,"NAN",97.9,"NAN",2.192,"NAN",2.24,"NAN",0.048,"NAN","NAN",0,0,0,0,"NAN","NAN",20.2536,-0.278,-10.74,0.199,0.199,0.242,0
"2025-04-04 24:00:00",3327,-0.4512856,0.02590776,411.6085,414.6134,-0.4771934,-3.004918,411.1572,414.6393,-3.482111,"NAN",19.27,18.74,"NAN",19.43,"NAN",98,"NAN",2.212,"NAN",2.256,"NAN",0.045,"NAN","NAN",0,0,0,0,"NAN","NAN",20.24575,-0.274,-7.831,0.199,0.199,0.241,0
